customer_id,age,gender,region,tenure,monthly_charges,total_charges,contract,internet_service,support_tickets,satisfaction_score,payment_method,churn
C01445,25,Male,South,25,57.32,1357.69,Month-to-month,Fiber optic,2,4.0,Electronic check,No
C01446,20,Female,North,24,27.95,933.7,One year,No,4,10.0,Bank transfer,No
C01447,71,Male,West,8,115.67,926.91,Month-to-month,DSL,2,8.0,Credit card,Yes
C01448,72,Female,Central,67,54.43,3571.16,Month-to-month,Fiber optic,3,5.0,Bank transfer,No
C01449,60,Male,Central,15,104.37,1693.57,Month-to-month,Fiber optic,4,10.0,Electronic check,Yes
C01450,23,Male,Central,20,87.47,1837.23,Month-to-month,Fiber optic,3,10.0,Electronic check,No
C01451,34,Female,West,30,121.31,3491.09,One year,DSL,4,2.0,Bank transfer,Yes
C01452,20,Female,Central,10,135.44,1355.19,One year,DSL,1,6.0,Electronic check,No
C01453,20,Female,West,59,67.24,3695.86,Month-to-month,Fiber optic,1,7.0,Electronic check,No
C01454,32,Female,West,51,35.16,1788.14,Month-to-month,Fiber optic,1,4.0,Electronic check,No
C01455,50,Male,Central,12,111.21,1381.65,Month-to-month,No,5,10.0,Bank transfer,No
C01456,21,Male,South,12,27.45,396.58,One year,No,1,7.0,Electronic check,No
C01457,74,Male,East,2,50.64,50.64,One year,Fiber optic,1,8.0,Credit card,No
C01458,43,Female,Central,69,31.12,2036.5,Two year,No,3,2.0,Credit card,No
C01459,33,Male,South,32,128.29,4142.39,Two year,Fiber optic,3,10.0,Credit card,No
C01460,47,Male,South,48,25.61,1416.85,Month-to-month,DSL,3,10.0,Electronic check,No
C01461,63,Male,North,11,81.67,912.18,Month-to-month,DSL,3,10.0,Electronic check,No
C01462,35,Male,South,17,73.76,1170.2,Two year,No,0,5.0,Electronic check,No
C01463,20,Male,East,39,100.07,4048.26,Month-to-month,Fiber optic,3,10.0,Mailed check,Yes
C01464,20,Male,Central,16,58.32,952.48,Month-to-month,No,0,1.0,Bank transfer,No
C01465,66,Male,North,45,125.47,5672.96,Month-to-month,DSL,2,3.0,Bank transfer,Yes
C01466,24,Female,West,67,109.45,7452.81,One year,DSL,7,7.0,Bank transfer,No
C01467,54,Male,West,22,74.71,1629.17,One year,Fiber optic,0,8.0,Electronic check,No
C01468,39,Male,Central,44,66.17,2771.47,Two year,No,1,2.0,Bank transfer,No
C01469,62,Female,,66,118.83,7819.59,Month-to-month,No,3,3.0,Credit card,Yes
C01470,21,Male,North,65,112.06,7450.72,Month-to-month,DSL,1,1.0,Bank transfer,No
C01471,69,Male,East,1,70.89,354.79,Month-to-month,Fiber optic,1,2.0,Mailed check,Yes
C01472,57,Male,Central,8,64.26,331.27,One year,Fiber optic,4,1.0,Credit card,Yes
C01473,43,Male,Central,72,29.47,2367.43,Month-to-month,No,2,10.0,Credit card,No
C01474,29,Female,West,67,34.4,2249.76,Two year,DSL,2,9.0,Electronic check,No
C01475,73,Male,Central,24,31.2,751.87,Month-to-month,Fiber optic,2,7.0,Mailed check,No
C01476,35,Male,West,38,27.81,1311.76,One year,DSL,0,1.0,Electronic check,Yes
C01477,45,Male,North,42,42.58,1726.9,Two year,Fiber optic,2,8.0,Credit card,No
C01478,40,Male,Central,49,123.57,6013.77,Month-to-month,DSL,0,6.0,Mailed check,No
C01479,31,Female,North,55,116.79,6327.03,One year,No,4,8.0,Electronic check,No
C01480,41,Male,South,27,122.24,3306.16,Month-to-month,DSL,3,5.0,Credit card,Yes
C01481,26,Female,South,65,96.74,6334.86,One year,Fiber optic,3,1.0,Credit card,Yes
C01482,18,Female,West,5,96.77,380.79,Two year,Fiber optic,1,10.0,Credit card,No
C01483,34,Female,North,3,39.25,335.3,One year,DSL,3,9.0,Electronic check,No
C01484,24,Female,West,69,105.38,7159.12,Month-to-month,DSL,1,10.0,Electronic check,No
C01485,41,Female,Central,13,57.2,818.36,Two year,Fiber optic,3,7.0,Credit card,No
C01486,67,Female,West,72,84.71,6103.1,Two year,Fiber optic,4,10.0,Credit card,No
C01487,27,Female,South,21,134.79,3017.15,One year,Fiber optic,2,1.0,Mailed check,Yes
C01488,18,Male,Central,27,125.12,3257.65,Two year,Fiber optic,0,5.0,Bank transfer,No
C01489,24,Male,South,3,51.82,241.34,Month-to-month,DSL,4,4.0,Credit card,No
C01490,46,Male,West,68,109.71,7760.28,Month-to-month,No,3,5.0,Electronic check,No
C01491,33,Female,East,26,36.97,744.98,Month-to-month,DSL,2,1.0,Mailed check,Yes
C01492,45,Female,North,13,28.08,229.95,Month-to-month,Fiber optic,5,9.0,Electronic check,No
C01493,19,,North,35,28.24,1288.4,Month-to-month,No,1,3.0,Mailed check,Yes
C01494,36,Male,North,12,44.58,514.84,One year,No,5,2.0,Mailed check,Yes
C01495,41,Male,Central,57,104.92,5997.48,Month-to-month,DSL,1,2.0,Mailed check,No
C01496,42,Female,Central,6,66.78,350.84,Month-to-month,DSL,5,2.0,Electronic check,Yes
C01497,49,Female,East,36,26.83,1214.01,One year,Fiber optic,2,7.0,Electronic check,No
C01498,62,Female,Central,29,138.62,3777.94,One year,Fiber optic,4,10.0,Credit card,No
C01499,44,Male,North,3,86.34,444.58,Two year,Fiber optic,3,1.0,Credit card,Yes
C01500,65,Male,Central,4,70.3,70.3,Month-to-month,Fiber optic,2,1.0,Credit card,No
C01501,48,Male,South,38,84.67,2982.42,Two year,DSL,1,9.0,Credit card,No
C01502,32,Female,North,29,84.8,2296.15,Month-to-month,Fiber optic,2,4.0,Bank transfer,No
C01503,31,Female,West,10,79.08,771.62,Month-to-month,Fiber optic,0,2.0,Electronic check,Yes
C01504,36,Female,South,10,95.49,847.75,One year,Fiber optic,1,2.0,Electronic check,Yes
C01505,52,Male,South,58,126.85,7241.26,Month-to-month,Fiber optic,1,7.0,Credit card,Yes
C01506,31,Male,West,53,59.7,3024.96,One year,DSL,2,1.0,Electronic check,No
C01507,70,Female,South,44,81.0,3427.46,Month-to-month,Fiber optic,1,5.0,Bank transfer,No
C01508,45,Male,West,61,25.42,1410.69,Month-to-month,Fiber optic,2,10.0,Bank transfer,No
C01509,67,Female,North,5,123.88,654.63,Month-to-month,Fiber optic,1,5.0,Mailed check,No
C01510,56,Male,North,50,60.18,2913.61,Month-to-month,No,3,2.0,Bank transfer,No
C01511,37,Male,South,55,56.2,2791.0,Month-to-month,No,1,8.0,Credit card,No
C01512,31,Female,West,15,139.72,2090.21,Month-to-month,Fiber optic,2,5.0,Mailed check,Yes
C01513,60,Male,South,39,92.21,3708.6,Month-to-month,No,3,4.0,Credit card,No
C01514,36,Male,North,56,39.15,2150.58,One year,DSL,2,3.0,Bank transfer,No
C01515,32,Female,West,44,55.54,2254.64,Month-to-month,Fiber optic,1,8.0,Electronic check,No
C01516,71,Male,East,18,65.62,1292.91,One year,Fiber optic,2,5.0,Bank transfer,No
C01517,45,Male,East,48,138.4,6437.32,One year,Fiber optic,5,5.0,Electronic check,Yes
C01518,20,Female,South,55,74.52,4050.42,Month-to-month,Fiber optic,4,8.0,Electronic check,No
C01519,46,Male,North,1,51.47,51.47,Month-to-month,DSL,4,4.0,Credit card,Yes
C01520,44,Male,North,41,90.52,3873.19,One year,No,1,7.0,Electronic check,No
C01521,67,Male,West,37,71.55,2734.01,Two year,No,1,2.0,Electronic check,No
C01522,58,Male,North,27,31.32,881.41,Month-to-month,No,3,6.0,Bank transfer,No
C01523,28,Male,South,4,124.01,635.63,One year,Fiber optic,6,5.0,Credit card,No
C01524,26,Female,Central,7,26.8,26.8,Month-to-month,No,4,6.0,Bank transfer,Yes
C01525,52,Male,South,55,128.33,7295.15,Month-to-month,Fiber optic,1,4.0,Bank transfer,No
C01526,20,Male,West,60,116.06,6663.6,Month-to-month,Fiber optic,1,2.0,Credit card,No
C01527,36,Male,South,31,33.72,1259.49,Month-to-month,Fiber optic,1,10.0,Mailed check,No
C01528,25,Male,Central,68,108.22,7232.77,Month-to-month,No,1,5.0,Electronic check,No
C01529,19,Female,Central,67,113.66,7672.25,Month-to-month,Fiber optic,3,8.0,Electronic check,No
C01530,70,Male,East,48,94.27,4742.23,Month-to-month,Fiber optic,1,10.0,Electronic check,No
C01531,23,Male,West,42,91.43,3924.2,One year,No,0,5.0,Bank transfer,No
C01532,18,Male,East,70,30.71,2205.56,Month-to-month,DSL,0,9.0,Electronic check,No
C01533,71,Male,Central,44,31.84,1530.91,One year,Fiber optic,1,5.0,Credit card,No
C01534,28,Male,South,68,108.64,7165.53,Two year,Fiber optic,2,1.0,Credit card,No
C01535,64,Female,Central,71,37.14,2437.45,Month-to-month,Fiber optic,3,9.0,Bank transfer,No
C01536,19,Female,West,15,52.81,832.85,Month-to-month,Fiber optic,3,9.0,Bank transfer,No
C01537,26,Male,West,48,82.37,3924.12,Month-to-month,Fiber optic,5,6.0,Electronic check,No
C01538,24,Female,South,53,43.88,2278.72,Two year,Fiber optic,2,9.0,Electronic check,No
C01539,58,Male,Central,60,115.83,7135.53,Month-to-month,DSL,1,7.0,Bank transfer,Yes
C01540,53,Male,West,26,117.85,3236.82,Month-to-month,DSL,3,9.0,Mailed check,No
C01541,45,Female,Central,63,121.85,7538.44,Two year,Fiber optic,2,1.0,Electronic check,No
C01542,31,Female,Central,36,30.7,1171.56,Month-to-month,DSL,0,9.0,Bank transfer,No
C01543,23,Male,North,28,74.21,1843.23,Month-to-month,DSL,2,3.0,Electronic check,Yes
C01544,50,Female,Central,12,122.4,1230.54,Two year,DSL,2,10.0,Electronic check,No
C01545,31,Male,Central,24,66.77,1468.55,Two year,DSL,1,10.0,Electronic check,No
C01546,51,Female,South,71,105.02,7448.47,Month-to-month,DSL,2,1.0,Bank transfer,No
C01547,57,Female,Central,52,92.76,4725.56,Month-to-month,No,2,7.0,Bank transfer,No
C01548,66,Female,East,53,64.93,3508.97,Month-to-month,Fiber optic,4,4.0,Credit card,Yes
C01549,46,Female,South,65,56.79,3689.05,Month-to-month,Fiber optic,1,3.0,Bank transfer,No
C01550,18,Female,South,20,100.07,2168.51,Month-to-month,Fiber optic,3,10.0,Credit card,No
C01551,33,Female,South,48,40.37,2019.61,Month-to-month,DSL,3,5.0,Electronic check,No
C01552,66,Female,North,27,123.91,3189.79,One year,Fiber optic,1,6.0,Bank transfer,No
C01553,48,Male,West,62,91.29,5795.07,One year,No,2,4.0,Electronic check,No
C01554,53,Male,West,31,37.82,1043.13,Two year,DSL,0,7.0,Mailed check,No
C01555,44,Male,West,62,105.91,6628.14,Two year,DSL,1,3.0,Bank transfer,No
C01556,27,Female,East,54,74.58,3953.48,Month-to-month,Fiber optic,4,4.0,Bank transfer,No
C01557,69,Male,South,56,48.47,2912.93,Month-to-month,DSL,2,8.0,Credit card,No
C01558,62,Male,West,67,135.52,9189.52,Month-to-month,DSL,2,3.0,Bank transfer,No
C01559,74,Female,Central,57,107.76,6038.43,Month-to-month,Fiber optic,2,8.0,Electronic check,Yes
C01560,66,Male,North,24,93.19,2178.66,Month-to-month,Fiber optic,1,10.0,Credit card,No
C01561,34,Female,South,38,122.62,4959.56,One year,DSL,3,8.0,Electronic check,No
C01562,32,Female,Central,35,87.55,2875.11,Month-to-month,No,4,4.0,Bank transfer,No
C01563,32,Male,Central,5,75.77,270.86,Month-to-month,DSL,2,2.0,Bank transfer,No
C01564,70,Male,Central,43,46.79,1911.32,Month-to-month,Fiber optic,4,6.0,Electronic check,No
C01565,49,Male,North,32,42.64,1190.64,Two year,Fiber optic,2,5.0,Electronic check,No
C01566,43,Male,East,29,74.68,2007.64,One year,Fiber optic,1,3.0,Credit card,No
C01567,73,Male,North,8,77.44,603.22,Month-to-month,Fiber optic,2,4.0,Mailed check,Yes
C01568,52,Male,Central,37,109.33,4116.69,Month-to-month,Fiber optic,1,10.0,Bank transfer,No
C01569,69,Male,East,42,75.84,2946.31,Two year,Fiber optic,1,2.0,Credit card,No
C01570,74,Male,South,8,93.21,670.46,Month-to-month,No,4,3.0,Mailed check,Yes
C01571,22,Female,North,46,120.74,5433.44,One year,Fiber optic,1,,Bank transfer,No
C01572,38,Female,West,13,139.23,1634.42,One year,Fiber optic,2,10.0,Bank transfer,No
C01573,59,Male,Central,11,62.09,832.36,One year,Fiber optic,1,4.0,Credit card,No
C01574,64,Female,Central,29,128.72,3618.13,Month-to-month,DSL,4,3.0,Credit card,No
C01575,26,Male,Central,29,117.7,3207.82,Two year,Fiber optic,4,3.0,Electronic check,No
C01576,36,Male,Central,66,32.82,2298.14,Month-to-month,DSL,2,10.0,Bank transfer,No
C01577,49,Male,West,5,63.43,504.84,Month-to-month,Fiber optic,3,4.0,Electronic check,Yes
C01578,63,Male,Central,26,50.19,1340.59,Month-to-month,Fiber optic,1,4.0,Bank transfer,No
C01579,24,Male,Central,53,101.4,5233.07,Month-to-month,Fiber optic,0,4.0,Mailed check,No
C01580,52,Male,East,18,88.86,1557.83,Month-to-month,DSL,5,9.0,Credit card,No
C01581,34,Male,West,71,81.91,5717.35,One year,Fiber optic,1,8.0,Electronic check,No
C01582,30,Male,Central,54,112.81,6084.33,Two year,No,1,6.0,Electronic check,Yes
C01583,47,Female,North,69,63.33,4477.16,Month-to-month,No,1,3.0,Bank transfer,No
C01584,41,Female,West,69,69.02,4758.6,One year,Fiber optic,3,2.0,Electronic check,No
C01585,54,Female,South,8,124.55,995.87,Two year,DSL,2,1.0,Electronic check,Yes
C01586,36,Female,North,34,136.8,4574.24,Month-to-month,Fiber optic,0,3.0,Electronic check,No
C01587,64,Female,North,54,114.28,6270.85,One year,Fiber optic,4,8.0,Credit card,No
C01588,22,Male,North,1,49.96,105.2,Two year,DSL,1,8.0,Credit card,No
C01589,67,Male,Central,33,37.95,976.62,One year,No,5,8.0,Electronic check,No
C01590,19,Male,West,50,49.06,2185.78,Month-to-month,Fiber optic,4,7.0,Credit card,Yes
C01591,59,Male,North,58,73.62,4220.21,Two year,Fiber optic,0,6.0,Credit card,No
C01592,37,Female,West,30,52.22,1712.2,One year,Fiber optic,1,4.0,Credit card,No
C01593,39,Male,West,63,128.62,8278.06,Month-to-month,DSL,1,8.0,Mailed check,Yes
C01594,19,Female,East,49,102.13,5118.81,Month-to-month,Fiber optic,2,2.0,Electronic check,No
C01595,58,Female,West,4,72.92,269.08,Month-to-month,Fiber optic,5,1.0,Credit card,Yes
C01596,27,,Central,20,56.49,1349.54,Month-to-month,Fiber optic,2,9.0,Electronic check,Yes
C01597,55,Female,East,68,68.78,4568.67,Month-to-month,Fiber optic,4,5.0,Electronic check,No
C01598,59,Male,West,1,79.75,79.75,Month-to-month,Fiber optic,1,7.0,Credit card,No
C01599,66,Male,East,8,107.09,643.58,Two year,Fiber optic,2,10.0,Bank transfer,No
C01600,58,Male,South,25,35.27,829.95,One year,No,2,7.0,Credit card,No
C01601,35,Male,Central,72,122.62,8699.38,Month-to-month,Fiber optic,1,8.0,Mailed check,No
C01602,60,Female,East,51,39.67,2253.85,Month-to-month,Fiber optic,2,5.0,Bank transfer,No
C01603,65,Male,West,11,55.18,808.13,Month-to-month,No,3,4.0,Electronic check,No
C01604,36,Male,West,29,139.26,4048.03,Month-to-month,Fiber optic,2,4.0,Bank transfer,Yes
C01605,25,Male,West,68,46.87,3257.2,One year,Fiber optic,5,10.0,Credit card,No
C01606,68,Male,West,16,36.63,495.45,Month-to-month,No,4,4.0,Bank transfer,Yes
C01607,26,Female,West,42,98.42,3833.64,Two year,Fiber optic,2,10.0,Credit card,No
C01608,51,Female,East,34,70.21,2272.77,Month-to-month,No,4,1.0,Mailed check,No
C01609,31,Male,West,55,35.56,2067.99,Month-to-month,Fiber optic,0,3.0,Credit card,No
C01610,25,Female,East,55,25.43,1464.37,Two year,Fiber optic,2,10.0,Bank transfer,No
C01611,62,Male,South,60,34.1,1987.19,Month-to-month,DSL,3,6.0,Credit card,No
C01612,26,Male,West,9,85.11,876.92,Month-to-month,DSL,0,4.0,Bank transfer,Yes
C01613,56,Female,Central,33,51.55,1630.53,Month-to-month,Fiber optic,2,2.0,Credit card,No
C01614,57,Male,West,50,114.42,5549.76,One year,DSL,0,5.0,Electronic check,No
C01615,21,Male,West,31,123.61,3942.85,Month-to-month,Fiber optic,4,10.0,Credit card,Yes
C01616,27,Male,Central,49,41.66,1949.57,Two year,DSL,0,4.0,Credit card,No
C01617,63,Male,South,46,63.76,3086.95,One year,DSL,2,5.0,Electronic check,No
C01618,46,Female,North,27,41.86,830.57,Two year,Fiber optic,1,4.0,Bank transfer,No
C01619,24,Male,South,8,57.97,378.33,One year,Fiber optic,3,9.0,Mailed check,No
C01620,74,Male,West,70,52.51,3765.28,One year,Fiber optic,1,7.0,Mailed check,No
C01621,33,Male,Central,60,115.49,7003.48,One year,Fiber optic,2,7.0,Credit card,No
C01622,18,Female,East,65,64.73,4174.28,Month-to-month,DSL,1,7.0,Credit card,No
C01623,70,Female,West,22,81.99,1846.88,One year,DSL,0,5.0,Mailed check,No
C01624,18,Female,North,23,102.5,2378.52,One year,No,2,9.0,Mailed check,No
C01625,49,Female,West,24,119.56,2646.08,Month-to-month,No,0,7.0,Electronic check,Yes
C01626,74,Female,West,3,59.64,124.38,One year,Fiber optic,2,1.0,Electronic check,Yes
C01627,50,Female,East,13,49.06,671.89,Month-to-month,Fiber optic,2,4.0,Electronic check,Yes
C01628,51,Female,West,23,137.52,3238.89,Month-to-month,No,1,9.0,Credit card,No
C01629,40,Male,East,72,61.82,4441.27,Month-to-month,Fiber optic,4,3.0,Bank transfer,No
C01630,25,Male,East,15,102.17,1449.76,Month-to-month,DSL,4,10.0,Electronic check,No
C01631,50,Male,West,37,102.95,3608.98,Month-to-month,DSL,2,9.0,Bank transfer,No
C01632,69,Male,West,40,84.11,3477.32,Month-to-month,DSL,2,10.0,Electronic check,No
C01633,23,Male,,26,51.27,1429.45,Month-to-month,Fiber optic,0,8.0,Electronic check,No
C01634,68,,South,67,41.27,2913.18,Month-to-month,Fiber optic,1,2.0,Credit card,No
C01635,41,Female,East,7,81.01,405.31,One year,DSL,4,2.0,Credit card,Yes
C01636,48,Male,South,63,83.76,5295.18,Month-to-month,DSL,1,5.0,Electronic check,No
C01637,27,Male,South,54,113.94,6048.92,Two year,DSL,2,4.0,Electronic check,No
C01638,53,Male,South,23,106.63,2459.46,One year,Fiber optic,0,10.0,Credit card,Yes
C01639,28,Female,South,56,129.88,7573.28,Month-to-month,No,3,9.0,Mailed check,No
C01640,33,Male,East,31,136.65,4371.7,Month-to-month,Fiber optic,2,8.0,Mailed check,No
C01641,59,Male,East,70,108.7,7495.65,Month-to-month,Fiber optic,4,10.0,Credit card,No
C01642,20,Male,West,3,33.8,63.51,Month-to-month,DSL,4,1.0,Mailed check,Yes
C01643,43,Female,South,3,71.59,160.46,Month-to-month,Fiber optic,1,8.0,Credit card,No
C01644,51,Male,Central,40,95.01,3818.99,One year,Fiber optic,3,9.0,Electronic check,No
C01645,25,Female,East,68,92.87,6086.57,One year,DSL,1,10.0,Credit card,No
C01646,34,Female,West,5,45.87,277.91,Month-to-month,Fiber optic,1,9.0,Mailed check,No
C01647,37,Male,North,57,92.04,4946.28,One year,No,1,9.0,Bank transfer,No
C01648,55,Female,North,68,65.21,4183.37,Month-to-month,DSL,1,8.0,Mailed check,No
C01649,73,Female,East,36,63.98,2603.28,Two year,Fiber optic,6,2.0,Credit card,No
C01650,65,Female,South,63,120.91,7563.22,Two year,No,2,5.0,Mailed check,No
C01651,28,Male,East,55,73.52,4257.54,Month-to-month,Fiber optic,3,9.0,Bank transfer,No
C01652,19,Female,North,16,85.65,1248.88,One year,Fiber optic,2,7.0,Bank transfer,Yes
C01653,20,Female,East,62,89.73,5263.26,One year,DSL,2,3.0,Mailed check,No
C01654,51,Male,West,51,89.74,4419.14,Month-to-month,No,1,8.0,Electronic check,Yes
C01655,26,Male,West,1,49.51,349.51,Month-to-month,DSL,0,1.0,Credit card,Yes
C01656,31,Female,South,41,93.94,3639.94,One year,DSL,1,4.0,Electronic check,No
C01657,66,Female,South,48,63.48,3313.51,Month-to-month,DSL,2,8.0,Mailed check,No
C01658,67,Female,East,58,100.33,5870.92,Month-to-month,Fiber optic,2,8.0,Credit card,No
C01659,65,Female,East,56,41.76,2356.54,One year,Fiber optic,1,6.0,Electronic check,No
C01660,32,Male,West,35,139.32,4763.91,Month-to-month,No,3,3.0,Credit card,No
C01661,53,Male,South,22,113.78,2367.98,Month-to-month,Fiber optic,1,5.0,Electronic check,Yes
C01662,52,Female,West,14,72.98,1106.33,Two year,No,0,2.0,Credit card,No
C01663,28,Male,Central,7,59.66,615.51,Month-to-month,Fiber optic,3,10.0,Electronic check,Yes
C01664,49,Male,South,47,69.6,3300.64,Month-to-month,Fiber optic,3,9.0,Mailed check,Yes
C01665,47,Female,Central,70,107.94,7666.74,One year,DSL,1,8.0,Credit card,No
C01666,40,Male,South,6,100.37,538.38,Month-to-month,DSL,6,4.0,Mailed check,Yes
C01667,60,Male,South,51,105.74,5692.74,One year,Fiber optic,2,2.0,Electronic check,No
C01668,56,,West,43,127.23,5506.68,One year,Fiber optic,3,1.0,Credit card,Yes
C01669,48,Male,West,13,77.47,1307.11,Month-to-month,DSL,2,4.0,Mailed check,No
C01670,59,Male,East,16,101.99,1487.06,Month-to-month,Fiber optic,1,9.0,Bank transfer,No
C01671,61,Male,South,21,75.77,1584.42,Two year,Fiber optic,0,4.0,Electronic check,Yes
C01672,50,Male,North,50,98.38,5079.72,Two year,Fiber optic,6,8.0,Mailed check,No
C01673,33,Male,Central,22,79.6,1772.5,Month-to-month,DSL,2,2.0,Electronic check,No
C01674,61,Female,Central,60,114.32,6936.86,Month-to-month,DSL,2,9.0,Electronic check,Yes
C01675,58,Female,Central,27,25.6,544.53,Month-to-month,Fiber optic,2,1.0,Bank transfer,Yes
C01676,74,Female,East,8,49.81,337.66,Two year,No,2,4.0,Bank transfer,No
C01677,26,Female,Central,7,59.09,282.33,One year,No,4,2.0,Bank transfer,Yes
C01678,41,Male,East,29,133.72,3865.05,Month-to-month,DSL,6,7.0,Electronic check,Yes
C01679,70,Female,North,30,83.31,2471.04,Two year,DSL,1,2.0,Electronic check,No
C01680,47,Female,North,53,66.9,3466.34,Month-to-month,Fiber optic,0,1.0,Electronic check,Yes
C01681,71,Male,South,35,71.5,2597.35,Month-to-month,DSL,1,4.0,Credit card,No
C01682,18,Male,South,12,76.96,763.74,One year,No,1,1.0,Electronic check,Yes
C01683,20,Female,Central,16,124.8,1696.8,Month-to-month,Fiber optic,0,4.0,Bank transfer,Yes
C01684,63,Female,South,41,135.67,5476.73,One year,No,4,3.0,Mailed check,No
C01685,38,Male,West,25,122.08,3352.0,Month-to-month,DSL,1,10.0,Mailed check,No
C01686,47,Male,South,49,121.79,6044.19,One year,No,1,6.0,Bank transfer,No
C01687,42,Male,West,67,47.89,3081.69,Two year,Fiber optic,0,5.0,Electronic check,No
C01688,41,Male,East,26,55.9,1520.16,Month-to-month,Fiber optic,2,7.0,Credit card,No
C01689,71,Female,North,40,93.55,3721.88,Month-to-month,No,3,2.0,Mailed check,No
C01690,23,Female,East,60,100.46,6085.74,One year,Fiber optic,2,2.0,Electronic check,No
C01691,62,Male,North,16,48.31,905.07,Month-to-month,DSL,0,2.0,Electronic check,Yes
C01692,68,Female,Central,37,110.82,4129.37,One year,Fiber optic,1,9.0,Electronic check,No
C01693,55,Female,West,22,48.0,1074.08,One year,No,3,8.0,Credit card,No
C01694,40,Female,Central,46,55.25,2764.48,Month-to-month,No,1,10.0,Mailed check,No
C01695,27,Male,Central,54,60.28,3336.07,Two year,Fiber optic,4,9.0,Credit card,No
C01696,56,Female,South,11,122.29,1374.42,Month-to-month,Fiber optic,3,2.0,Credit card,No
C01697,44,Female,West,14,109.19,1534.99,Month-to-month,DSL,3,2.0,Bank transfer,No
C01698,26,Female,North,2,86.03,87.18,Month-to-month,DSL,3,9.0,Mailed check,No
C01699,38,Male,Central,1,119.27,119.27,One year,Fiber optic,3,6.0,Electronic check,Yes
C01700,72,Male,West,4,118.49,574.52,Two year,Fiber optic,3,7.0,Credit card,No
C01701,33,Female,West,51,69.83,3752.82,Month-to-month,DSL,4,,Mailed check,No
C01702,28,Male,Central,66,114.87,7645.6,Month-to-month,Fiber optic,0,6.0,Mailed check,No
C01703,56,Female,Central,30,48.72,1546.49,Month-to-month,Fiber optic,1,10.0,Credit card,No
C01704,29,Male,Central,64,82.87,5170.62,One year,Fiber optic,5,5.0,Electronic check,No
C01705,70,Female,North,53,38.6,1956.37,Month-to-month,DSL,2,7.0,Mailed check,No
C01706,66,Male,North,59,74.08,4178.45,Month-to-month,DSL,3,8.0,Mailed check,Yes
C01707,74,Male,Central,54,84.84,4543.93,Month-to-month,Fiber optic,2,10.0,Electronic check,No
C01708,70,Male,South,15,34.19,660.33,Month-to-month,No,4,3.0,Electronic check,Yes
C01709,31,Male,East,38,78.2,2866.99,One year,DSL,0,10.0,Electronic check,No
C01710,30,Male,North,38,99.94,3786.52,Month-to-month,No,3,7.0,Bank transfer,No
C01711,37,Male,West,47,95.62,4599.51,Month-to-month,Fiber optic,2,9.0,Electronic check,No
C01712,44,Male,Central,58,31.25,1993.72,Month-to-month,No,3,3.0,Electronic check,Yes
C01713,68,Female,Central,9,35.96,76.58,Month-to-month,Fiber optic,1,2.0,Bank transfer,No
C01714,59,Female,East,49,65.41,3133.59,Month-to-month,Fiber optic,2,1.0,Electronic check,Yes
C01715,54,Female,West,60,121.91,7203.86,Month-to-month,Fiber optic,3,4.0,Mailed check,No
C01716,68,Male,East,9,125.02,993.67,Month-to-month,Fiber optic,2,6.0,Credit card,No
C01717,54,Female,East,30,60.61,1760.86,Month-to-month,DSL,0,3.0,Credit card,Yes
C01718,39,Female,East,65,107.67,6706.43,Month-to-month,Fiber optic,3,3.0,Mailed check,No
C01719,41,Male,Central,2,91.4,127.66,One year,Fiber optic,0,9.0,Electronic check,Yes
C01720,47,Female,South,12,138.09,1662.33,Month-to-month,Fiber optic,3,8.0,Electronic check,Yes
C01721,23,Female,East,58,35.88,1924.57,Month-to-month,No,2,7.0,Credit card,No
C01722,60,Male,West,13,88.01,1071.87,One year,Fiber optic,3,7.0,Credit card,Yes
C01723,55,Male,East,51,93.14,4753.07,Month-to-month,DSL,1,9.0,Credit card,No
C01724,59,Male,North,65,60.38,3942.67,Month-to-month,No,0,3.0,Mailed check,No
C01725,48,Male,South,36,30.4,849.24,One year,DSL,1,10.0,Mailed check,No
C01726,62,Female,West,35,30.99,1189.69,Month-to-month,DSL,1,9.0,Electronic check,No
C01727,72,Female,West,31,77.17,2500.92,Two year,No,0,4.0,Electronic check,No
C01728,50,Female,West,27,104.63,2713.64,Month-to-month,No,2,4.0,Credit card,Yes
C01729,43,Male,Central,28,105.52,3206.25,Two year,Fiber optic,2,2.0,Mailed check,Yes
C01730,23,Male,West,40,45.81,1900.77,One year,Fiber optic,1,8.0,Electronic check,No
C01731,62,Female,East,65,123.67,8085.24,Month-to-month,Fiber optic,3,4.0,Credit card,Yes
C01732,69,Male,South,71,68.37,4956.73,Month-to-month,No,2,3.0,Electronic check,No
C01733,57,Female,South,63,135.9,8406.75,One year,No,0,7.0,Mailed check,No
C01734,67,Female,Central,9,38.59,294.29,Month-to-month,DSL,2,2.0,Electronic check,No
C01735,67,Male,East,23,121.19,2880.01,Month-to-month,No,0,2.0,Credit card,No
C01736,63,Female,West,55,129.46,7000.63,Two year,Fiber optic,2,9.0,Electronic check,No
C01737,46,Male,North,40,119.61,4731.53,One year,DSL,1,1.0,Credit card,No
C01738,23,Male,North,25,118.02,3040.65,Two year,DSL,2,10.0,Credit card,No
C01739,18,Male,South,23,66.55,1577.13,Two year,DSL,4,7.0,Credit card,No
C01740,29,Male,North,9,107.03,966.41,One year,No,0,4.0,Electronic check,No
